,Axial Position,External_Part_0_AC-TG,External_Part_1_GKT-TZM1-1,External_Part_2_NZ-TI,External_Part_3_HIP-1,External_Part_4_ELBOW,External_Part_5_GL-1,External_Part_6_GPA-2,Internal_Part_0_VRE-Mo-14,Internal_Part_1_CRU-Zr-D,Internal_Part_2_LID-Zr-D,Total Volume
21,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,9.5,3.9430599372280997e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9430599372280997e-07
96,9.6,0.4191445911021788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4191445911021788
97,9.7,0.8320604929022807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8320604929022807
98,9.8,1.2387480998484421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2387480998484421
99,9.9,1.639207412082749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.639207412082749
100,10.0,2.033438429747355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.033438429747355
101,10.1,2.4214411529843463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4214411529843463
102,10.2,2.803215581935854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.803215581935854
103,10.3,3.178761716744009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.178761716744009
104,10.4,3.548079557550898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.548079557550898
105,10.5,3.9111691044986516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9111691044986516
106,10.6,4.268030357729401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.268030357729401
107,10.7,4.618663317385233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.618663317385233
108,10.8,4.963067983608301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.963067983608301
109,10.9,5.30124435654069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.30124435654069
110,11.0,5.633192436324544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.633192436324544
111,11.1,5.958912223101947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.958912223101947
112,11.2,6.278403717015056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.278403717015056
113,11.3,6.591666918205977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.591666918205977
114,11.4,6.898701826816785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.898701826816785
115,11.5,7.199508442989634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.199508442989634
116,11.6,7.494086766866667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.494086766866667
117,11.7,7.782436798589959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.782436798589959
118,11.8,8.064558538301617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.064558538301617
119,11.9,8.340451986143808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.340451986143808
120,12.0,8.610117142258593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.610117142258593
121,12.1,8.873554006788153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.873554006788153
122,12.2,9.130762579874533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.130762579874533
123,12.3,9.381742861659916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.381742861659916
124,12.4,9.626494852286363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.626494852286363
125,12.5,9.86501855189605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.86501855189605
126,12.6,10.097313960631062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.097313960631062
127,12.7,10.323381078633487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.323381078633487
128,12.8,10.543219906045477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.543219906045477
129,12.9,10.756830443009154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.756830443009154
130,13.0,10.964212689666624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.964212689666624
131,13.1,11.165366646159999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.165366646159999
132,13.2,11.360292312631396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.360292312631396
133,13.3,11.548989689222935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.548989689222935
134,13.4,11.73145877607675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.73145877607675
135,13.5,11.907699573334936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.907699573334936
136,13.6,12.077712081139623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.077712081139623
137,13.7,12.2414962996329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2414962996329
138,13.8,12.399052228956931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.399052228956931
139,13.9,12.550379869253824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.550379869253824
140,14.0,12.695479220665641,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,0.027792220665640244
141,14.1,12.833150653397253,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,0.16546365339725178
142,14.2,12.964703362903675,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,0.2970163629036744
143,14.3,13.090137349323312,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,0.42245034932331116
144,14.4,13.209452612794554,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,0.5417656127945527
145,14.5,13.322649153455746,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,0.6549621534557453
146,14.6,13.429726971445314,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,0.7620399714453132
147,14.7,13.530686066901637,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,0.8629990669016365
148,14.8,13.625526439963075,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,0.9578394399630739
149,14.9,13.714248090768002,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.0465610907680016
150,15.0,13.796851019454857,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.1291640194548567
151,15.1,13.873335226161965,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.2056482261619639
152,15.2,13.943700711027738,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.276013711027737
153,15.3,14.007947474190566,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.3402604741905648
154,15.4,14.066075515788818,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.3983885157888167
155,15.5,14.118084835960884,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.4503978359608833
156,15.6,14.163975434845112,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.4962884348451109
157,15.7,14.203747312579958,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.5360603125799575
158,15.8,14.23740046930376,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.5697134693037587
159,15.9,14.264934905154872,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.5972479051548714
160,16.0,14.286350620271755,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.6186636202717537
161,16.1,14.301647614792728,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.633960614792727
162,16.2,14.310825888856222,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.643138888856221
163,16.3,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.6461950000000005
164,16.4,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.6461950000000005
165,16.5,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.6461950000000005
166,16.6,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.6461950000000005
167,16.7,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.6461950000000005
168,16.8,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.6461950000000005
169,16.9,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.6461950000000005
170,17.0,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.6461950000000005
171,17.1,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.6461950000000005
172,17.2,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.6461950000000005
173,17.3,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.6461950000000005
174,17.4,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.6461950000000005
175,17.5,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.6461950000000005
176,17.6,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.6461950000000005
177,17.7,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.6461950000000005
178,17.8,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.6461950000000005
179,17.9,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.6461950000000005
180,18.0,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.6461950000000005
181,18.1,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.6461950000000005
182,18.2,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.6461950000000005
183,18.3,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.6461950000000005
184,18.4,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.6461950000000005
185,18.5,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.6461950000000005
186,18.6,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.6461950000000005
187,18.7,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.6461950000000005
188,18.8,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.6461950000000005
189,18.9,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.6461950000000005
190,19.0,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.6461950000000005
191,19.1,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.6461950000000005
192,19.2,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.6461950000000005
193,19.3,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.6461950000000005
194,19.4,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.6461950000000005
195,19.5,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.6461950000000005
196,19.6,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.6461950000000005
197,19.7,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.6461950000000005
198,19.8,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.6461950000000005
199,19.9,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.6461950000000005
200,20.0,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.6461950000000005
201,20.1,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.6461950000000005
202,20.2,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.6461950000000005
203,20.3,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.6461950000000005
204,20.4,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.6461950000000005
205,20.5,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.6461950000000005
206,20.6,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.6461950000000005
207,20.7,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.6461950000000005
208,20.8,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.6461950000000005
209,20.9,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.6461950000000005
210,21.0,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.6461950000000005
211,21.1,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.6461950000000005
212,21.2,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.6461950000000005
213,21.3,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.6461950000000005
214,21.4,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.6461950000000005
215,21.5,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.6461950000000005
216,21.6,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.6461950000000005
217,21.7,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.6461950000000005
218,21.8,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.6461950000000005
219,21.9,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.6461950000000005
220,22.0,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.6461950000000005
221,22.1,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.6461950000000005
222,22.2,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.6461950000000005
223,22.3,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.6461950000000005
224,22.4,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.6461950000000005
225,22.5,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.6461950000000005
226,22.6,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.6461950000000005
227,22.7,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.6461950000000005
228,22.8,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.6461950000000005
229,22.9,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.6461950000000005
230,23.0,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.6461950000000005
231,23.1,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.6461950000000005
232,23.2,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.6461950000000005
233,23.3,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.6461950000000005
234,23.4,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.6461950000000005
235,23.5,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.6461950000000005
236,23.6,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.6461950000000005
237,23.7,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.6461950000000005
238,23.8,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.6461950000000005
239,23.9,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.6461950000000005
240,24.0,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.6461950000000005
241,24.1,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.6461950000000005
242,24.2,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,-12.667687,0.0,0.0,1.6461950000000005
